StudentID,StudentName,Course,City,AttendancePercent,Assignment1Score,Assignment2Score,ExamScore,StudyHoursPerWeek,ProjectSubmitted,EnrolmentDate
1557,Isaac Lewis,Computing,Sheffield,88.3,67,67.5,58.3,5,Yes,09/09/2024
1558,Joshua Ahmed,Software Development,Manchester,97.3,69.5,71.4,40.2,6.1,Yes,15/09/2024
1559,Maya Patel,Computing,Leicester,71,56.8,89.2,53.9,4.1,No,14/09/2024
1560,Aaron Campbell,Cyber Security,Leeds,80.9,61.4,74.9,81.3,5.5,No,13/09/2024
1561,Finley Evans,Software Development,Bristol,91.5,73.5,67.3,51.7,12.2,Yes,05/09/2024
1562,Emily Taylor,Business IT,Leicester,80.4,63.1,57.9,76.7,5.8,Yes,10/09/2024
1563,Isaac Davies,Business IT,London,95.9,69,63,67.8,2.8,No,22/09/2024
1564,Jessica Lewis,Business IT,Cardiff,74.5,67,89.9,57,5.8,No,25/09/2024
1565,Oscar Hill,Computing,Leeds,67.5,93.1,84.9,30.2,5.9,No,09/09/2024
1566,Bethany Ahmed,Cyber Security,London,95.6,54.8,62.8,64.6,6.9,Yes,09/09/2024
1567,Tyler Wilson,Computing,Birmingham,81.5,52.2,73.5,50.5,4.4,Yes,03/09/2024
1568,Callum Allen,Software Development,Nottingham,76.8,86.8,77.6,64.1,5.8,Yes,03/09/2024
1569,Mohammed Evans,Software Development,Leicester,70.4,60,59.6,73.3,4.5,Yes,23/09/2024
1570,Emily Brown,Computing,Coventry,75.5,66,56.3,86.4,0.9,Yes,18/09/2024
1571,Olivia Cooper,IT,London,87.8,74.2,44,83.9,5.4,No,26/09/2024
1572,Jack Johnson,Software Development,Sheffield,69.5,53.2,62.7,85.6,6.3,No,03/09/2024
1573,Ethan Wilson,Computing,Leeds,70.6,52.6,88.1,67.9,3.8,No,21/09/2024
1574,Alex Morgan,Computing,London,91.6,57.1,57.9,60.5,5.6,Yes,26/09/2024
1941,Adam Shah,Computing,Sheffield,93.9,55.1,92.4,92.4,6.4,Yes,20/09/2024
1576,Isla Cooper,Computing,Liverpool,86,67.7,,61.7,4.8,Yes,10/09/2024
1577,Logan Smith,Business IT,Birmingham,75,77.6,60.9,73.7,4.3,Yes,21/09/2024
1578,Chloe Carter,Business IT,Leeds,83.8,50.4,68.2,63.9,7.6,Yes,03/09/2024
1579,Jack Wilson,Computing,Leeds,97.5,77.6,88.3,50.4,10.2,Yes,04/09/2024
1580,David Morris,IT,Leicester,74.5,70.1,60.4,61.3,5.1,Yes,18/09/2024
1581,Imogen Robinson,IT,Coventry,74.6,62.8,82.4,60.6,5.5,Yes,14/09/2024
1582,Ava Carter,Business IT,Liverpool,86.7,58.6,75.8,56.5,3.9,Yes,15/09/2024
1583,Sienna Hill,IT,London,82.4,78.6,65.1,59.5,9.3,Yes,22/09/2024
1584,Brooke Baker,IT,Sheffield,89.5,72.6,79.6,64.3,7.1,No,23/09/2024
1585,Zara Green,Computing,Liverpool,77,81.8,100,69.3,7.1,Yes,22/09/2024
1586,Maya Evans,Computing,Reading,62.3,72.4,80.5,54.8,3.7,Yes,16/09/2024
1587,Noah Williams,Software Development,Cardiff,82,83.8,61.1,65.1,4.2,No,02/09/2024
1588,Finley King,Cyber Security,Cardiff,76.3,71.6,53.7,64.3,8.3,Yes,03/09/2024
1589,Maya Jones,Computing,Cardiff,89,75,61.4,72,8.6,Yes,07/09/2024
1590,Sarah Ahmed,Computing,Birmingham,75.3,80.9,65.7,73.2,7.2,Yes,16/09/2024
1591,Mohammed Khan,Computing,Birmingham,86.9,79.8,71.5,56.1,6.6,No,11/09/2024
1592,James Robinson,Computing,Reading,74.7,65.8,63.2,77.8,5.4,Yes,14/09/2024
1593,Ruby Roberts,Computing,Birmingham,73.6,96.1,54.1,75.9,4.8,Yes,07/09/2024
1594,Oliver Mitchell,IT,Leicester,70,76.8,86.2,43.5,8.9,Yes,07/09/2024
1595,Anaya Thompson,Business IT,Leeds,88.5,62.7,72.5,62.9,2.6,Yes,26/09/2024
1596,Sophia Ali,Cyber Security,Birmingham,92.6,57.5,,57.5,5.8,Yes,08/09/2024
1597,Cameron Hill,Digital Media,Nottingham,74.9,70.5,,66.9,6.6,No,07/09/2024
1598,Jack Campbell,Cyber Security,Cardiff,77.1,79.5,87.6,81.2,5.4,Yes,07/09/2024
1599,Fatima Martin,Digital Media,Leicester,84.9,52.8,66.6,40.8,3.7,Yes,02/09/2024
1600,George Davies,Computing,Cardiff,85,72.2,72.4,79.1,2,Yes,05/09/2024
1601,David Ali,IT,Birmingham,82.9,59.5,60.3,56,7.5,Yes,09/09/2024
1602,Mia Smith,IT,Cardiff,74.6,72.1,80.2,63.8,3.7,Yes,03/09/2024
1603,Sienna Brown,Digital Media,Coventry,92.2,98.9,44.6,46.8,4.1,No,24/09/2024
1604,Samuel Baker,IT,Coventry,63.4,82.1,65.1,47,5,Yes,24/09/2024
1605,Brooke Harris,Computing,Cardiff,79.7,51.9,82.8,75,4.9,Yes,03/09/2024
1606,Olivia Ward,Software Development,Manchester,85,66.7,89,71.1,2.4,No,22/09/2024
1607,Joshua Hughes,IT,,100,79.7,93.5,68.2,4.7,No,18/09/2024
1608,Sarah Baker,Software Development,London,71.6,65.2,67,71.7,6.3,Yes,08/09/2024
1609,James Collins,Business IT,Leeds,65.7,78.2,66.8,87.3,6.9,No,17/09/2024
1610,David Moore,Cyber Security,Sheffield,77.5,59.3,63.9,89.4,10.2,Yes,26/09/2024
1611,Yasmin Clarke,Cyber Security,,78.4,84.5,60.9,73.9,4.6,Yes,17/09/2024
1311,Zara Young,Computing,Leicester,96.4,57.3,69.5,92.2,8.2,Yes,26/09/2024
1613,Aisha Campbell,IT,Coventry,88.8,88.8,91.9,63.6,5.3,Yes,22/09/2024
1614,Noah Ward,IT,Nottingham,68.8,93.3,76.7,55.7,2.7,Yes,22/09/2024
1615,Chloe Green,IT,Coventry,99.2,62.6,92.5,71.9,2,Yes,20/09/2024
1616,Noah Green,Digital Media,Sheffield,59.7,88.7,68.5,61.1,6.7,Yes,25/09/2024
1617,Layla Young,Computing,Reading,83.6,90.9,71.6,68.5,6.7,Yes,26/09/2024
1618,Oliver Collins,Computing,Manchester,90.2,67.5,64.4,84.1,10.6,Yes,08/09/2024
1619,Emily Green,Software Development,Cardiff,56.4,80.5,85.2,82.6,6.2,Yes,04/09/2024
1620,Bethany Adams,Computing,London,81.2,58.4,53.8,79.3,5.7,No,14/09/2024
1621,Sarah Moore,Business IT,Coventry,69.4,75.4,100,35.5,7.6,Yes,14/09/2024
1622,Poppy Thompson,IT,Manchester,55.1,76.6,73,36.2,4.2,No,09/09/2024
1623,Ryan Morris,IT,Leeds,94.7,70.4,81.9,65.6,2,No,25/09/2024
1624,Mia Ward,Digital Media,Birmingham,62.3,52.2,95.1,84.9,4.3,Yes,24/09/2024
1625,Emily Turner,Computing,Sheffield,92.7,54,71.4,66.5,4.3,No,19/09/2024
1626,Bradley Moore,Digital Media,Leeds,79.1,70.3,79.3,90.4,4,Yes,24/09/2024
1627,Lucas Williams,IT,Reading,78.4,84.8,76.9,65.7,7.3,No,04/09/2024
1628,Anaya Smith,IT,Reading,89.2,69.1,52.7,56.1,1.8,No,15/09/2024
1629,Ben Campbell,Computing,Reading,73.1,,86.6,63.5,6.7,Yes,25/09/2024
1630,Lucas Lewis,IT,Bristol,85.8,78.9,45.3,84.5,7.8,Yes,05/09/2024
1631,Chloe Young,Software Development,Leeds,66.9,70,66.6,65.3,3.1,Yes,21/09/2024
1961,Liam Mitchell,Computing,Cardiff,92.7,77.9,61.4,92,6.1,Yes,26/09/2024
1633,Finley Thompson,Business IT,Manchester,90,53.6,65.3,94.5,6.5,Yes,14/09/2024
1634,Maya Khan,Computing,Reading,75.6,65.9,90.1,79.3,9.7,Yes,06/09/2024
1575,Eva Khan,Computing,London,91.2,73.9,77.8,90.7,6.8,Yes,26/09/2024
1636,Chloe Jones,Software Development,Cardiff,85.1,66.6,65.4,82.3,6.1,Yes,03/09/2024
1637,Oliver Clarke,Digital Media,Cardiff,79.2,76.5,63.9,77.2,4.1,No,26/09/2024
1638,Ruby Young,Digital Media,Liverpool,75.2,60.5,62.4,77,5.4,Yes,22/09/2024
1639,Samuel Griffiths,Digital Media,Birmingham,80.9,62.1,54.8,72,2.4,Yes,04/09/2024
1640,Mia Young,Digital Media,Cardiff,84.8,54.9,66.9,76.2,2.7,Yes,20/09/2024
1641,Eva Taylor,Software Development,Manchester,90,54.7,85.1,70.5,5,Yes,22/09/2024
1642,Aisha Begum,Software Development,Sheffield,81.9,59.8,100,88.2,11.1,Yes,09/09/2024
1643,Jack Taylor,Cyber Security,Manchester,64,60.7,37.3,64.2,3.5,Yes,05/09/2024
1644,Fatima Carter,Digital Media,Leeds,90,61.2,66.7,68.1,2.8,Yes,10/09/2024
1645,Noah Thompson,Computing,Leeds,95.1,79.1,90.5,69.4,6.1,Yes,18/09/2024
1646,Oliver Jones,Computing,Coventry,88.9,70.2,81.5,49.2,4.6,Yes,12/09/2024
1647,Imogen Clarke,Software Development,Leeds,78.3,75.8,80.4,68.7,9.3,Yes,18/09/2024
1648,Sarah Brown,Cyber Security,Reading,73.3,60.5,67.7,69.2,6.4,Yes,12/09/2024
1649,Yasmin Phillips,Digital Media,Cardiff,73.3,71,86.4,71,6,Yes,25/09/2024
1650,Grace Thomas,Digital Media,Reading,83.7,56.5,75.4,60.4,7.4,Yes,15/09/2024
1651,Freya Harris,Digital Media,Birmingham,89.6,65.7,70,75.6,8.7,No,07/09/2024
1652,Sienna Wright,Software Development,Cardiff,87.5,56.6,47,80.8,7.4,Yes,23/09/2024
1653,Emily Ward,Computing,Cardiff,73.6,49.3,72.7,92.9,9.6,No,18/09/2024
1654,David Thomas,Software Development,Sheffield,72.8,76.6,67.8,65,6.3,Yes,03/09/2024
1655,Bradley Hughes,Software Development,Leeds,89.5,47.9,78.2,61,3.4,Yes,22/09/2024
1656,Aisha Mitchell,Software Development,Nottingham,79.9,71.3,72.5,58.6,5.8,Yes,13/09/2024
1657,Thomas Clarke,IT,Nottingham,97.8,71,72,85.8,3.7,No,19/09/2024
1658,Olivia Collins,Computing,Reading,86.4,58.8,76.6,76.4,4.1,Yes,03/09/2024
1659,Aisha Collins,Digital Media,Nottingham,100,60.7,82.2,81,1.7,Yes,26/09/2024
1660,Lucas Carter,Computing,Birmingham,79.5,71.8,66,68.7,5.6,Yes,03/09/2024
1661,Aaron Lewis,Cyber Security,Liverpool,60.5,71.9,72.1,78.1,3.5,No,10/09/2024
1662,Blake Thompson,Business IT,Coventry,78.4,87.1,100,53.3,3.5,Yes,06/09/2024
1663,Chloe Lewis,Computing,Leeds,82,72.3,63.4,76.6,4.1,Yes,17/09/2024
1664,Liam Griffiths,Software Development,Reading,73.1,60.1,77.2,73.9,5.5,Yes,25/09/2024
1665,Ella Green,Software Development,Bristol,76.3,75.5,63.1,51.5,5.5,Yes,13/09/2024
1666,George Smith,IT,Coventry,73.2,49.7,88.7,85.7,8.2,Yes,20/09/2024
1667,Oscar Brown,Computing,Sheffield,72.2,62.5,52,73.8,3.9,Yes,15/09/2024
1668,Layla Johnson,Cyber Security,Reading,77.7,80.3,80.6,53,5.6,No,02/09/2024
1669,Amir Wilson,Software Development,Leeds,78.4,56.9,62.3,44.1,6.7,No,14/09/2024
1670,Eva Cooper,Computing,Coventry,77.8,74,90.2,88,2.4,Yes,24/09/2024
1671,Jack Turner,IT,Birmingham,80.6,73.5,72.3,73.9,8.3,No,10/09/2024
1672,Eva Patel,Computing,Leicester,97.3,59.8,85.4,66,6,Yes,19/09/2024
1673,Jack Hill,Software Development,Leicester,87.3,47.8,78,100,8.1,Yes,26/09/2024
1674,Hannah Singh,Digital Media,Sheffield,100,73.8,84.5,65.7,6.7,Yes,26/09/2024
1675,Oliver Johnson,Computing,Nottingham,84.8,74.6,81.5,95.6,6.3,No,22/09/2024
1676,Maya Thomas,Digital Media,Birmingham,90.8,78.5,81.9,50.6,6.3,Yes,25/09/2024
1677,Bethany Jones,IT,,87.6,50.4,69.8,66.7,5.3,Yes,22/09/2024
1678,Blake Patel,Business IT,Bristol,83.6,73.3,68,85.2,8.4,No,07/09/2024
1679,Zara Thompson,IT,Sheffield,93.7,,80,77.1,0.7,Yes,09/09/2024
1680,Isla Evans,Software Development,Leicester,77.5,49.8,88.5,73,4.2,Yes,05/09/2024
1681,Archie Shah,IT,Bristol,100,56.5,85,58.4,6.6,Yes,23/09/2024
1682,Isla Jackson,Software Development,Liverpool,91.2,86.6,63.1,93.3,3.5,Yes,04/09/2024
1683,Chloe Hill,Computing,Nottingham,75.5,47.6,67.6,70.7,0.5,Yes,04/09/2024
1366,Hannah Collins,Computing,Leeds,92.4,74.4,55.9,89.3,6.4,Yes,14/09/2024
1685,Yasmin Patel,Cyber Security,Sheffield,83.7,58.5,61,62.9,2,No,24/09/2024
1686,Abigail Johnson,Cyber Security,Manchester,71,74,70,54.1,9.1,No,06/09/2024
1687,Eva Young,Computing,Reading,97.2,95.3,68.7,56.9,11.4,Yes,24/09/2024
1688,Chloe Johnson,Computing,Leeds,83.7,84.9,79.2,73.1,4,Yes,25/09/2024
1689,Ryan King,Business IT,Nottingham,82.3,50.3,70.4,77.9,5.8,No,18/09/2024
1690,Poppy Phillips,Digital Media,Liverpool,77.1,83.4,65.1,66.3,2.9,Yes,04/09/2024
1691,Fatima Khan,Digital Media,Leeds,63.1,85.1,88.2,67.1,8.6,Yes,22/09/2024
1692,Lily Smith,Cyber Security,Liverpool,86.9,74.1,75,48.4,2.5,Yes,11/09/2024
1693,Aaron White,Software Development,Leeds,64.1,64.1,81.3,72.2,8.4,Yes,17/09/2024
1694,Aaron Jackson,Business IT,Cardiff,76.9,58.7,72,59.8,6.7,Yes,23/09/2024
1695,Bethany Morris,Business IT,Manchester,98.4,73.4,48.1,74.1,6.7,Yes,04/09/2024
1696,Fatima Wright,Digital Media,Manchester,80.5,70.9,64.9,86.4,4.6,No,22/09/2024
1697,Callum Hughes,IT,Coventry,86.2,59.1,88,54.7,4.1,Yes,04/09/2024
1698,Bethany Wright,Computing,Liverpool,83.9,37.2,62.8,71.2,4.3,Yes,12/09/2024
1699,Liam Jackson,Computing,Manchester,76,56,100,66.6,5.5,No,05/09/2024
1700,Isla Khan,IT,Coventry,67.2,75.9,68.9,51.9,8.7,No,13/09/2024
1701,Alex Shah,Software Development,London,78.5,60.3,72.7,68.4,6.5,Yes,14/09/2024
1702,Ben Jackson,Cyber Security,Leicester,71.7,46.6,67.1,76.8,6.3,Yes,14/09/2024
1703,Jasmine Hughes,Software Development,Nottingham,83.2,90.8,81.9,80.1,0.5,Yes,08/09/2024
1704,Logan Allen,Software Development,Bristol,71.5,78.9,39.8,72.2,6.9,Yes,26/09/2024
1705,Ava Clarke,Computing,Cardiff,98.5,83,60.1,74.4,6.4,Yes,03/09/2024
1706,Jacob Collins,Computing,Cardiff,100,54,73.7,77.7,0.5,Yes,24/09/2024
1707,Jasmine Adams,Computing,Nottingham,90.8,63.8,63.4,92.7,4.4,No,16/09/2024
1708,Bethany Ali,Computing,,71.4,55.7,79.3,76.9,7.3,Yes,08/09/2024
1709,Liam Ahmed,IT,Liverpool,56.9,69.7,66.6,50.8,2.9,Yes,19/09/2024
1710,Dylan Mitchell,Cyber Security,Manchester,82.1,62.7,69.7,59.5,6.1,Yes,23/09/2024
1711,Bethany Begum,Business IT,Birmingham,80.7,71.3,77.1,67.3,5.3,Yes,22/09/2024
1712,Jack King,Computing,Nottingham,63.6,63.9,70.1,91.3,0.7,Yes,16/09/2024
1713,Maya Adams,Software Development,Leeds,70.3,69.5,66.4,59.9,9.6,Yes,02/09/2024
1714,Daniel Wilson,IT,Sheffield,65.2,77.5,57.3,52,10.5,No,09/09/2024
1715,Maya Allen,Business IT,Coventry,55.5,83.3,57,84.4,3.6,Yes,09/09/2024
1716,Harry Phillips,Computing,Bristol,84.5,71.6,77.1,51.8,6.6,Yes,02/09/2024
1717,Logan Ahmed,Business IT,Manchester,94.5,68.1,73.3,61.1,4.3,Yes,09/09/2024
1718,Harry Taylor,Computing,Birmingham,72.6,86.8,65.3,58.1,2.9,Yes,16/09/2024
1719,Ben Baker,Cyber Security,Bristol,85.4,65.4,89.2,84.7,2.9,Yes,08/09/2024
1720,Oscar Wright,Computing,Liverpool,85.6,78.1,72.5,52.6,4,Yes,12/09/2024
1721,Daisy Murphy,Business IT,Birmingham,79.9,73,86.2,72.4,8.1,Yes,08/09/2024
1722,Callum Griffiths,IT,Leeds,97.1,81.5,68.8,58.9,4.7,No,17/09/2024
1723,Hannah Cooper,Computing,Reading,76.9,82.7,54.3,58,3.7,No,17/09/2024
1724,Imogen Young,IT,Birmingham,97.1,59.2,64.1,57.6,4.3,Yes,04/09/2024
1725,Hannah Robinson,IT,Coventry,86.3,53.4,82.9,67.2,6.8,Yes,07/09/2024
1726,Lily Clarke,Business IT,Birmingham,80.3,89.8,73.1,68,3.7,Yes,12/09/2024
1727,Fatima Murphy,Computing,Sheffield,76.4,87.5,89.7,51.4,9.8,Yes,26/09/2024
1728,Amelia Wright,Cyber Security,London,89.5,83.6,,76.1,6.3,Yes,14/09/2024
1729,Aaliyah Mitchell,IT,Cardiff,92.2,73.7,61.3,67.8,8,No,15/09/2024
1730,Amelia Khan,IT,,80.3,51.4,72.7,92.8,2.8,No,05/09/2024
1731,Oliver Evans,Computing,Leeds,75.7,46.5,78,54.1,9,Yes,03/09/2024
1953,Anaya Foster,Computing,,97.3,72.7,69.2,89,9,Yes,08/09/2024
1733,Mohammed Singh,Cyber Security,Birmingham,70.9,68.7,58.2,72.2,4.5,Yes,04/09/2024
1734,Grace Taylor,Digital Media,Leeds,97.6,68.3,67.5,60.3,5.4,Yes,16/09/2024
1735,William Morris,Business IT,Liverpool,74.9,51.7,75.3,64.6,9,Yes,16/09/2024
1736,Emily Baker,IT,Manchester,96.9,57.5,44.8,64.3,4.8,Yes,05/09/2024
1737,Ella Griffiths,Computing,Leicester,68.9,67.7,83.2,82,4.3,Yes,15/09/2024
1738,Logan Walker,Software Development,Leeds,85,66.4,83.7,55.7,3.7,Yes,15/09/2024
1739,Bradley Evans,Computing,London,71.8,65.6,62.6,67.7,8.1,Yes,14/09/2024
1740,Imogen Morgan,Computing,Leeds,67.5,63.8,80.1,51.3,3.1,Yes,18/09/2024
1741,George Collins,IT,Birmingham,83.9,80.1,42.5,80,4,Yes,10/09/2024
1742,Aaron Scott,IT,Nottingham,69,57,65.1,70.1,6.5,No,20/09/2024
1743,Sophia Collins,Business IT,Birmingham,95.1,83.8,,84,3.5,Yes,10/09/2024
1744,Joshua Murphy,Business IT,Coventry,90.1,59.7,72.9,50.1,4.9,Yes,15/09/2024
1745,Sienna Ahmed,IT,Reading,75.1,57,73.4,75.8,7.4,Yes,10/09/2024
1746,Oscar Murphy,Computing,Leicester,73.9,63.2,80.8,41.4,2.2,Yes,08/09/2024
1747,Brooke Lewis,Business IT,Coventry,98.1,65.4,64.4,100,1.6,Yes,06/09/2024
1748,Daisy Harris,Cyber Security,Birmingham,79.1,70.7,,81,5.8,Yes,03/09/2024
1749,Aaliyah Allen,IT,Bristol,93,54.3,41.7,69.6,0.5,Yes,06/09/2024
1750,Ava Hall,Computing,Nottingham,68.8,79,68.3,64,3.2,Yes,05/09/2024
1751,Dylan Roberts,Cyber Security,Bristol,81,63.3,73,59.4,3.9,Yes,11/09/2024
1752,Logan Wilson,Software Development,Cardiff,82.7,83.1,80.3,64.3,2.6,Yes,13/09/2024
1753,Mohammed Mitchell,Computing,Sheffield,97.5,73.7,77.6,74.1,8.8,Yes,13/09/2024
1754,Jack Allen,Business IT,Cardiff,68.3,83.6,84.7,46.9,6.2,Yes,03/09/2024
1755,Blake Hughes,Digital Media,Liverpool,63.6,62,76,64.6,2.8,Yes,24/09/2024
1756,Daniel Harris,Digital Media,Reading,72.3,71.5,71.9,48.7,5.6,Yes,02/09/2024
1757,Grace Edwards,Computing,London,84.9,57.8,77.7,72.4,0.5,No,19/09/2024
1758,Chloe Singh,Computing,Manchester,96.7,77.9,56,81,8.8,Yes,17/09/2024
1759,Sienna Johnson,Digital Media,Cardiff,64.1,,50.6,75.8,6.5,Yes,14/09/2024
1760,Olivia Ali,Software Development,Bristol,86.2,84.2,68.9,68.1,3.4,No,13/09/2024
1761,William Jones,Cyber Security,Manchester,73.3,59.9,69.9,57.5,4.4,Yes,26/09/2024
1762,Samuel Jones,Software Development,Coventry,60.1,60.8,58.8,91.7,3.5,Yes,06/09/2024
1763,Mia Baker,Computing,Reading,81.7,74.9,94,90.2,1.3,No,25/09/2024
1764,Lucas White,Software Development,Birmingham,81.7,79.1,75.5,92.7,6.2,Yes,13/09/2024
1765,Jessica Brown,Digital Media,Cardiff,89.5,83.8,64.6,66.8,1.7,Yes,25/09/2024
1766,Adam Singh,Software Development,Birmingham,79.9,76.8,92.9,80.4,3.9,Yes,19/09/2024
1767,William Morgan,Computing,Leeds,67.7,63.7,62,85.6,4.1,Yes,15/09/2024
1768,Callum Wilson,Cyber Security,Birmingham,76.8,76.9,77.9,59.9,4,Yes,11/09/2024
1769,Anaya Collins,Software Development,Birmingham,71,67.9,55.6,67.9,4,Yes,05/09/2024
1770,Adam Ali,IT,Liverpool,93.1,78.3,95.9,78.8,5.9,No,12/09/2024
1771,Archie Wright,Software Development,Coventry,73.6,48.8,100,78.7,8.4,Yes,04/09/2024
1772,Alex Brown,Computing,Sheffield,74.4,,83,45.8,5.9,No,09/09/2024
1773,Ethan Patel,Digital Media,Cardiff,71.5,50.6,68.3,68.5,5.7,Yes,15/09/2024
1774,Lily Jackson,Computing,Cardiff,62.1,78.3,67.6,71.7,5.5,Yes,26/09/2024
1775,Aaron Walker,IT,London,84.1,73.1,73.5,73.8,3.2,Yes,11/09/2024
1776,Archie Baker,IT,Sheffield,92,75.6,90,81.6,0.6,No,16/09/2024
1777,Jack Smith,IT,Liverpool,73.2,84.7,80.8,77.9,0.5,Yes,04/09/2024
1778,Eva Campbell,IT,Manchester,93.3,79.3,74,47.9,6.8,No,02/09/2024
1779,Ava Allen,IT,Coventry,77.4,71.7,62.4,80.2,5.7,Yes,19/09/2024
1780,Layla Ahmed,Software Development,Bristol,89.6,95.1,59.8,76.9,2.3,No,12/09/2024
1781,Blake Phillips,IT,Reading,87.3,65.6,86.8,69,1.9,No,10/09/2024
1782,George Carter,Software Development,Liverpool,87.1,79.8,44,79.1,6.2,Yes,12/09/2024
1783,Imogen Taylor,IT,Leicester,84.6,,,82.8,4.5,Yes,16/09/2024
1784,Leo Moore,Digital Media,Sheffield,86.8,70.9,76.1,80.4,4.6,Yes,12/09/2024
1785,Freya Singh,Computing,Coventry,74.5,62.1,67.7,62.6,2.7,Yes,19/09/2024
1786,Harry Green,Computing,Bristol,78.5,66.2,71.1,70.6,6.4,Yes,05/09/2024
1787,Lily Young,Digital Media,Birmingham,64.9,49.3,78.6,79.7,5.8,Yes,22/09/2024
1788,Adam Collins,IT,Liverpool,69.3,95.9,60.8,88.9,5.8,No,18/09/2024
1789,Logan Robinson,Computing,Reading,90,87.8,54.3,41.9,12.5,Yes,20/09/2024
1790,Ryan Taylor,Cyber Security,Nottingham,70.2,66.5,79.2,42.6,2.9,Yes,26/09/2024
1791,Bradley Thompson,IT,Reading,89.9,66.5,85.5,78.6,7.3,Yes,09/09/2024
1792,Grace Williams,Software Development,Leicester,83.8,63.9,68.7,69.3,7.3,Yes,04/09/2024
1793,Sienna Singh,Software Development,Leeds,97.2,54.4,78.1,70.7,5,No,25/09/2024
1794,Adam Thompson,Computing,Birmingham,92.9,87.6,89.8,96.4,2.8,Yes,14/09/2024
1795,Kai Robinson,Digital Media,Birmingham,82.3,69.9,71.2,56.9,3,Yes,15/09/2024
1796,Ella Walker,Business IT,Sheffield,82.6,93.9,84.8,58.8,4,Yes,14/09/2024
1797,Bethany Evans,IT,Bristol,91.7,74.7,57.9,67.4,7.1,Yes,26/09/2024
1798,Jasmine Brown,IT,Manchester,75.1,77.6,78.5,43,7.2,Yes,10/09/2024
1799,Isaac Clarke,Computing,Sheffield,88.8,51.5,97.5,75.2,8.2,No,02/09/2024
1800,Isla Roberts,Cyber Security,Nottingham,75.6,45.7,69,68.1,6.4,Yes,05/09/2024
1801,Cameron Griffiths,Business IT,Birmingham,98.5,65.4,71.7,60.1,6.6,Yes,16/09/2024
1802,Jasmine Ali,Cyber Security,Reading,81.9,73.1,61.9,81.2,2.3,No,03/09/2024
1803,Logan Evans,Digital Media,,66.6,72.8,77.4,85.1,7.6,Yes,18/09/2024
1804,Anaya Morgan,Cyber Security,Leeds,90.5,69.1,68.7,62.7,2.2,Yes,09/09/2024
1805,Ella Harris,Business IT,Liverpool,72.7,56.9,60.9,56.2,3.4,Yes,26/09/2024
1806,Noah Campbell,Computing,Bristol,76.5,63.6,62.6,64.1,6.1,No,17/09/2024
1807,Imogen Morris,Computing,Cardiff,96.5,78.3,71.2,82.2,3.3,Yes,03/09/2024
1808,Oscar King,Computing,Manchester,86.5,48,,98.3,9.3,Yes,06/09/2024
1809,Joshua Jackson,Business IT,Sheffield,82.2,71.6,75.7,86.8,9.9,Yes,24/09/2024
1810,Joshua King,Computing,Reading,77.1,70,74,83.3,2,Yes,18/09/2024
1811,Jacob Ahmed,Computing,Reading,79.1,80.4,87,87.2,4.6,No,10/09/2024
1812,Molly Ahmed,Computing,Sheffield,74.2,64.1,67.8,67.8,1.1,Yes,21/09/2024
1813,Abigail Harris,IT,Leeds,100,90.1,61.6,63.7,3.8,Yes,10/09/2024
1814,Abigail Morgan,Business IT,Bristol,82.3,71.6,53.1,52.4,6.2,Yes,26/09/2024
1012,Noah Edwards,Computing,Reading,97.2,62.4,54.4,88.6,10.1,Yes,18/09/2024
1816,Freya Allen,Business IT,Liverpool,79.5,51.8,,71.9,4.7,Yes,21/09/2024
1817,Sarah Patel,Cyber Security,Leicester,80.1,84.4,56.8,71.9,5,No,15/09/2024
1818,Brooke Collins,Computing,,61.2,83.2,75.1,82.1,9.1,Yes,25/09/2024
1819,Jack Walker,Software Development,Leicester,77.7,81.4,83.9,58.5,6.3,Yes,21/09/2024
1820,Ryan Mitchell,Computing,Bristol,86.9,,63.5,74.5,4.3,Yes,17/09/2024
1821,Anaya Adams,IT,Leeds,80.5,75.5,66.8,71.6,3,Yes,22/09/2024
1822,Emily Griffiths,IT,Cardiff,68.6,60.4,66.8,59.9,3.6,Yes,19/09/2024
1823,Blake Walker,Computing,Manchester,78.6,76,76.6,52.2,5.5,No,20/09/2024
1824,Ryan Edwards,Computing,Leeds,69.2,75.7,71.6,72.6,4,Yes,02/09/2024
1825,Thomas Wright,Cyber Security,Leicester,69.8,72,72.6,59.6,2.1,Yes,13/09/2024
1826,Fatima Collins,Software Development,Liverpool,90.8,64,49.7,54.9,4.3,No,23/09/2024
1827,Dylan Ahmed,Software Development,,80.3,58.1,57.2,78.9,9.2,Yes,13/09/2024
1828,Olivia Johnson,Cyber Security,London,61.6,60.1,66.5,96.4,2.5,Yes,02/09/2024
1829,Samuel Khan,Computing,Reading,76.5,60,86.6,76.4,9,Yes,21/09/2024
1830,Zara Wright,Computing,Bristol,82.3,97.1,76.6,83.1,8.5,No,06/09/2024
1831,Olivia Singh,Digital Media,Bristol,90.3,79.4,79.8,69,5,No,12/09/2024
1832,Aaron Taylor,IT,Leicester,77.7,67.7,68.2,77.5,2.8,No,04/09/2024
1833,Sophia King,Computing,Reading,93.3,44.1,66.2,86.6,7.3,No,04/09/2024
1834,Ben Cooper,Business IT,Manchester,87.3,62.5,87.4,78.5,5.5,Yes,22/09/2024
1835,Grace Harris,Business IT,Leicester,99.6,60.8,71.7,47.1,4.4,Yes,10/09/2024
